"LOC_NO","LOC_NAME","ENABLED","ADDR1","CITY","STATE","ZIP","COUNTRY","DOMAIN","TIMEZONE"
"00100011","RACC PADILLA","TRUE","CL CALLE PADILLA 228","BARCELONA","BARCELONA","08013","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100012","RACC ST. ANDREU","TRUE","PS PASEO FABRA I PUIG 84","BARCELONA","BARCELONA","08030","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100013","RACC GENERAL MITRE","TRUE","RD RONDA GENERAL MITRE 162","BARCELONA","BARCELONA","08006","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100014","RACC GALILEU","TRUE","CL CALLE GALILEU 293","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100015","RACC GAL-LA PLACIDIA","TRUE","PZ PLAZA GAL-LA PLACIDIA 1","BARCELONA","BARCELONA","08006","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100016","RACC SANTA AMELIA","TRUE","CL CALLE SANTA AMELIA 45","BARCELONA","BARCELONA","08034","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100017","RACC SANT CUGAT","TRUE","RB RAMBLA RIBATALLADA 20","SANT CUGAT DEL VALLES","BARCELONA","08190","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100018","RACC BENZINERES","TRUE","AV AVENIDA DR.GREGORIO MARAÑON S/N","BARCELONA","BARCELONA","08021","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100019","RACC PI I MARGALL","TRUE","CL CALLE PI I MARGALL 86","BARCELONA","BARCELONA","08025","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100020","RACC POBLE NOU","TRUE","CL CALLE LLULL 190-192","BARCELONA","BARCELONA","08005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100021","RACC EIXAMPLE DRET","TRUE","CL CALLE VALENCIA 340","BARCELONA","BARCELONA","08009","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100022","RACC BASTARDAS","TRUE","AV AVENIDA ALBERT BASTARDAS 33","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100023","RACC MARAGALL","TRUE","PS PASEO MARAGALL 95","BARCELONA","BARCELONA","08041","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100024","RACC MISTRAL","TRUE","CL CALLE TAMARIT 118","BARCELONA","BARCELONA","08015","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100025","RACC STA. EULALIA","TRUE","CL CALLE SANTA EULALIA 47","BARCELONA","BARCELONA","08902","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100026","RACC VALLDAURA","TRUE","PS PASEO VALLDAURA 193","BARCELONA","BARCELONA","08016","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100027","RACC RAMBLA GUIPUZCOA","TRUE","RB RAMBLA GUIPUZCOA 107","BARCELONA","BARCELONA","08020","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100028","RACC SANTS","TRUE","CL CALLE CONSELL DE CENT 9","BARCELONA","BARCELONA","08014","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100030","RACC CASTELLDEFELS","TRUE","AV AVENIDA CONSTITUCION 210","CASTELLDEFELS","BARCELONA","08860","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100032","RACC U.A.B.","TRUE","PZ PLAZA CIVICA CAMPUS U.A.B. 0","CERDANYOLA DEL VALLES","BARCELONA","08193","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100034","RACC CORNELLA","TRUE","RB RAMBLA ANSELM CLAVE 20","CORNELLA DE LLOBREGAT","BARCELONA","08940","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100035","RACC EL PRAT","TRUE","CR CARRETERA DE LA MARINA 13","EL PRAT DE LLOBREGAT","BARCELONA","08820","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100041","RACC GRANOLLERS","TRUE","AV AVENIDA DEL PARC 1","GRANOLLERS","BARCELONA","08400","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100042","RACC GUALBA","TRUE","CL CALLE CAN ILLA VELL S/N","GUALBA","BARCELONA","08474","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100043","RACC HOSPITALET","TRUE","AV AVENIDA CARRILET 321","L'HOSPITALET DE LLOBREGAT","BARCELONA","08907","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100044","RACC HOSPITALET AV MASNOU","TRUE","CL CALLE SUBUR 7","L'HOSPITALET DE LLOBREGAT","BARCELONA","08905","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100045","RACC HOSP-COLLBLANCH","TRUE","CL CALLE PROGRES 17","L'HOSPITALET DE LLOBREGAT","BARCELONA","08904","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100050","RACC TÚNEL DEL CADÍ","TRUE","LG LUGAR AREA TÚNEL DE CADÍ 0","LLEIDA","LERIDA","25721","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100052","RACC LOGROÑO","TRUE","AV AVENIDA PEREZ GALDOS 1","LOGROÑO","LA RIOJA","26002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100058","RACC MANRESA","TRUE","CL CALLE SACLOSA 5","MANRESA","BARCELONA","08240","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100059","RACC MATARO","TRUE","CL CALLE SANT JOSEP 23","MATARO","BARCELONA","08302","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100060","RACC CIRCUITS","TRUE","LG LUGAR MAS LA MORENETA S/N","MONTMELO","BARCELONA","08160","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100068","RACC SABADELL","TRUE","CL CALLE RDA ZAMENHOF 127","SABADELL","BARCELONA","08201","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100069","RACC SABADELL II","TRUE","AV AVENIDA DE BARBERA 56-58","SABADELL","BARCELONA","08203","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100070","RACC SABADELL CA N'ORIACH","TRUE","AV AVENIDA MATADEPERA 134","SABADELL","BARCELONA","08207","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100074","RACC STA. COLOMA","TRUE","RB RAMBLA SAN SEBASTIAN 47","SANTA COLOMA DE GRAMENET","BARCELONA","08921","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100079","RACC TERRASSA","TRUE","CL CALLE PUIG NOVELL 1","TERRASSA","BARCELONA","08221","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100080","RACC TERRASSA (MICRO)","TRUE","CL CALLE AMPLE 36","TERRASSA","BARCELONA","08225","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100084","RACC VIC","TRUE","CL CALLE DR.JUNYENT 10","VIC","BARCELONA","08500","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100089","RACC U.P.C.","TRUE","CL CALLE JORDI GIRONA SALGADO S/N","BARCELONA","BARCELONA","08034","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100090","RACC TRAVESSERA","TRUE","TR TRAVESIA TRAVESSERA DE LES CORTS 39","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100097","RACC MOLLET","TRUE","CL CALLE ESPAÑA 11","MOLLET DEL VALLES","BARCELONA","08100","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100100","RACC CERDANYOLA","TRUE","PG POLIGONO CORDELLES 20","CERDANYOLA DEL VALLES","BARCELONA","08290","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100999","CENTRO TRABAJO GENERICO","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100029","RACC BURGOS","TRUE","AV AVENIDA CID CAMPEADOR 25-27","BURGOS","BURGOS","09005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100046","RACC JEREZ","TRUE","CL CALLE SEVILLA 47-49","JEREZ DE LA FRONTERA","CÁDIZ","11402","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100092","RACC CADIZ","TRUE","CL CALLE ACACIAS 23","CADIZ","CÁDIZ","11007","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100031","RACC CASTELLO","TRUE","PZ PLAZA HUERTO SOGUEROS 3","CASTELLON DE LA PLANA","CASTELLON","12001","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100082","RACC LEVANTE","TRUE","AV AVENIDA AVINGUDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100033","RACC CORDOBA","TRUE","AV AVENIDA GRAN CAPITAN 37","CORDOBA","CÓRDOBA","14008","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100002","RACC GALICIA","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100038","RACC GIRONA","TRUE","CL CALLE DE BARCELONA 22","GIRONA","GERONA","17002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100039","RACC GIRONA-PERICOT","TRUE","AV AVENIDA LLUIS PERICOT 21","GIRONA","GERONA","17003","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100063","RACC OLOT","TRUE","CL CALLE PARE ROCA 9","OLOT","GERONA","17800","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100096","RACC SALT","TRUE","AV AVENIDA PAISOS CATALANS 124","SALT","GERONA","17190","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100098","RACC PUIGCERDA","TRUE","CR CARRETERA NACIONAL 152, KM 171 11","PUIGCERDA","GERONA","17520","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100110","RACC FIGUERES","TRUE","CL SANT ANTONI, 97, BAIXOS","FIGUERES","GERONA","17600","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100040","RACC GRANADA","TRUE","CL CALLE AGUSTINA DE ARAGON 1","GRANADA","GRANADA","18005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100094","RACC HUELVA","TRUE","CL CALLE DEL PUERTO 6","HUELVA","HUELVA","21003","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100048","RACC CASTILLA - ASTURIAS","TRUE","CL CALLE SAN BERNARDO 110","MADRID","MADRID","28015","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100049","RACC LLEIDA","TRUE","AV AVENIDA DEL SEGRE 6","LLEIDA","LERIDA","25007","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100051","RACC LLEIDA ROVIRA ROURE","TRUE","AV AVENIDA ALCALDE ROVIRA ROURE 13","LLEIDA","LERIDA","25006","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100053","RACC MADRID-PROSPERIDAD","TRUE","CL CALLE CARTAGENA 134","MADRID","MADRID","28002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100054","RACC MADRID","TRUE","CL CALLE BATALLA DEL SALADO 8","MADRID","MADRID","28045","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100055","RACC MADRID","TRUE","CL CALLE SAN BERNARDO 110","MADRID","MADRID","28015","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100056","RACC MADRID CASTELLANA","TRUE","PS PASEO DE LA CASTELLANA 52 BJ","MADRID","MADRID","28046","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100061","RACC MORALEJA","TRUE","CR CARRETERA MORALEJA DE ENMEDIO M413 0","MORALEJA","MADRID","28950","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100101","RACC RIVAS","TRUE","CL MARIE CURIE, 19, 3A PL. ED. AUTOCAMPO","RIVAS-VACIAMADRID","MADRID","28521","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100057","RACC MALAGA","TRUE","CL CALLE ANCHA DEL CARMEN 1","MÁLAGA","MALAGA","29002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100062","RACC MURCIA","TRUE","AV AVENIDA GRAL PRIMO DE RIVERA 1","MURCIA","MURCIA","30008","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100093","RACC CARTAGENA","TRUE","CL CALLE RAMON Y CAJAL 9","CARTAGENA","MURCIA","30204","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100037","RACC GIJON","TRUE","AV AVENIDA DE LA COSTA 25","GIJON","OVIEDO","33205","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100095","RACC OVIEDO","TRUE","CL CALLE ASTURIAS 1-5","OVIEDO","OVIEDO","33004","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100047","RACC LAS PALMAS","TRUE","CL CALLE LEON Y CASTILLA 144","PALMAS DE GRAN CANARIA (L","PALMAS DE GRAN CANARIA","35004","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100085","RACC VIGO","TRUE","CL CALLE GRAN VIA 39","VIGO","PONTEVEDRA","36204","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100071","RACC SALAMANCA","TRUE","PZ PLAZA COLON 16-19","SALAMANCA","SALAMANCA","37001","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100075","RACC TENERIFE","TRUE","CL CALLE JUAN DE PADRON 11","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","38003","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100072","RACC SANTANDER","TRUE","CL CALLE ENSEÑANZA 6","SANTANDER","SANTANDER","39001","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100073","RACC SEVILLA","TRUE","CL CALLE IMAGEN 5","SEVILLA","SEVILLA","41003","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100066","RACC REUS","TRUE","CL CALLE SANT JOAN 28","REUS","TARRAGONA","43201","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100067","RACC REUS CARRILET","TRUE","AV AVENIDA PERE EL CEREMONIOS 14","REUS","TARRAGONA","43204","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100076","RACC TARRAGONA","TRUE","CL CALLE RAMBLA NOVA 48","TARRAGONA","TARRAGONA","43004","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100077","RACC TGN TORREFORTA","TRUE","CL CALLE GRAN CANARIA 27","TARRAGONA","TARRAGONA","43005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100078","RACC TGN ST PERE-ST PAU","TRUE","AV AVENIDA DELS PAÏSOS CATALANS LOCA 2","TARRAGONA","TARRAGONA","43007","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100081","RACC TORTOSA","TRUE","CL CALLE REPUBLICA ARGENTINA 5","TORTOSA","TARRAGONA","43500","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100099","RACC VILA-SECA","TRUE","PZ PLAZA PAISOS CATALANS 4","VILA-SECA DE SOLCINA","TARRAGONA","43480","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100073","RACC SEVILLA","TRUE","CL CALLE IMAGEN 5","SEVILLA","SEVILLA","41001","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100083","RACC VALLADOLID","TRUE","CL CALLE GAMAZO 28","VALLADOLID","VALLADOLID","47004","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00100086","RACC ARAGON","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00200001","ACASA DIAGONAL","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00200002","ACASA POBLE NOU","TRUE","CL CALLE LLULL 190-192","BARCELONA","BARCELONA","08005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00200999","CENTRO TRABAJO GENERICO","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00200006","ACASA DIAGONAL BECARIO","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400018","RACC MEDIAGENT P.MALLORCA","TRUE","CL CALLE SAN MIGUEL 64","PALMA DE MALLORCA","BALEARES","07002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400001","RACC MEDIAGENT DIAGONAL","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400007","RACC MEDIAGENT TERRASSA","TRUE","CL CALLE PUIG NOVELL 1","TERRASSA","BARCELONA","08221","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400009","RACC MEDIAGENT SANTALO","TRUE","CL CALLE SANTALO 8","BARCELONA","BARCELONA","08021","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400010","RACC MEDIAGENT VALENCIA","TRUE","CL CALLE VALENCIA 146","BARCELONA","BARCELONA","08011","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400011","RACC MEDIAGENT PADILLA","TRUE","CL CALLE PADILLA 228","BARCELONA","BARCELONA","08013","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400014","RACC MEDIAGENT HOSPITALET","TRUE","AV AVENIDA CARRILET 321","L'HOSPITALET DE LLOBREGAT","BARCELONA","08907","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400099","CENTRO TRABAJO GENERICO","TRUE","AV AVENIDA DIAGONAL 687","BARCELONA","BARCELONA","08028","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400003","RACC MEDIAGENT CORUÑA","TRUE","CL CALLE JUAN FLOREZ 17","LA CORUÑA","CORUÑA","15004","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400004","RACC MEDIAGENT GIRONA","TRUE","CR CARRETERA DE BARCELONA 22","GIRONA","GERONA","17002","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
"00400019","RACC MEDIAG. S.SEBASTIAN","TRUE","PS PASEO FUEROS 4","SAN SEBASTIAN","GUIPÚZCOA","20005","ESPAÑA","RACC Discovery","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris"
